"イキタイ","サ活","サウナ飯","ターゲット","市区町村","施設名","施設タイプ","住所","TEL","HP","定休日","営業時間","料金","URL","CREATE_AT"
"823","2642","202","対象：男女","山梨県 都留市","より道の湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","山梨県 都留市 つる1-13-31","0554-56-8600","http://yorimichinoyu.jp/","-","月曜日: 10時00分～23時00分\n火曜日: 10時00分～23時00分\n水曜日: 10時00分～23時00分\n木曜日: 10時00分～23時00分\n金曜日: 10時00分～23時00分\n土曜日: 10時00分～23時00分\n日曜日: 10時00分～23時00分","館内着・タオル付き：大人1,300円、小人660円\n館内着・タオルなし：大人1000円、小人500円\n岩盤浴　550円\n\n平日19時以降 : 700円 (タオル無し)\n\n\n\nスーパーオギノのポイント券3枚で館内着タオル付き入浴ができる。","https://sauna-ikitai.com/saunas/4703","2022/08/09 22:35:54"
"822","150","0","対象：男女","長野県 南佐久郡小海町","フィンランド・ヴィレッジ","温浴施設（スーパー銭湯・サウナ・スパ施設）","長野県 南佐久郡小海町 豊里798","-","https://sites.google.com/site/koumisuomi/home","-","-","-","https://sauna-ikitai.com/saunas/4374","2022/08/09 22:35:58"
"815","4888","452","男性専用","福岡県 福岡市","ホテルキャビナス福岡","温浴施設（スーパー銭湯・サウナ・スパ施設）","福岡県 福岡市 博多区博多駅前2-18-1","092-436-8880","http://cabinas.jp/","-","24時間","---以下2022年7月1日改訂---\n\nロイヤルサウナ/基本料金：￥2,350（税込\2,585）\n個人会員料金：￥1,350（税込\1,485）\n120分サウナ ：￥1,400（税込\1,540）","https://sauna-ikitai.com/saunas/3769","2022/08/09 22:36:02"
"815","209","18","対象：男女","栃木県 日光市","日光サウナリゾート","その他","栃木県 日光市 瀬尾3351","0288-25-3038","https://www.nikko-sauna-resort.com/","月〜金曜日","月曜日: 定休日\n火曜日: 9時00分〜18時00分\n水曜日: 9時00分〜18時00分\n木曜日: 9時00分〜18時00分\n金曜日: 9時00分〜18時00分\n土曜日: 9時00分～18時00分\n日曜日: 9時00分～18時00分","エアストリームサウナプラン：4,500円\nテントサウナプラン（レンタルテントサウナ付き）：16,000円\nバレルサウナ小屋団体利用プラン（～4名）：25,000円","https://sauna-ikitai.com/saunas/11817","2022/08/09 22:36:05"
"814","6131","299","男性専用","東京都 千代田区","神田セントラルホテル","ホテル・旅館","東京都 千代田区 内神田3-17-9","03-3256-6251","http://pelican.co.jp/centralhotel/sp/index.html","年中無休","5:00～翌2:00\n※大浴場は24時間営業","通常は1400円、クーポン提示で200円引(2022.2.1改定)\n回数券も9800円→11500円(10枚綴り)","https://sauna-ikitai.com/saunas/1828","2022/08/09 22:36:08"
"814","931","10","対象：男女","東京都 港区","アクアガーデン三越湯","銭湯（公衆浴場）","東京都 港区 白金5-5-12-16 ヒルズ白金","03-3441-9576","https://minatobranch.com/bath_house#mithukoshiyu","金曜日、土曜日、日曜日。\n2021年12月から、火曜営業、金土日休みに変更。\n\n※月に数回ほど臨時休業する為、電話(自動応答されます)で当日の営業情報を事前に確認することをオススメします。","15時30分～22時00分\n※サウナは21:45に電源が切れます","銭湯のみの利用＝470円\nサウナ利用の場合＝1200円\n(タオル、バスタオルレンタル。シャンプー、ボディソープは申し出れば無料、洗顔ソープは借りれます。）","https://sauna-ikitai.com/saunas/1961","2022/08/09 22:36:11"
"796","1996","59","対象：男女","東京都 江東区","辰巳湯","銭湯（公衆浴場）","東京都 江東区 三好1-2-3","03-3641-9436","http://www.maroon.dti.ne.jp/tatsumi/facilities.html","月曜日","月曜日: 定休日\nただし、祝日の場合は営業。次の日の火曜日も通常営業。\n火曜日: 14時00分～0時00分\n水曜日: 14時00分～0時00分\n木曜日: 14時00分～0時00分\n金曜日: 14時00分～0時00分\n土曜日: 11時00分～0時00分\n日曜日: 11時00分～0時00分\n※祝日振替の月曜日: 14時00分〜0時00分\n2020年11月17日より平日の営業時間が1時間早まり、14時開店になりました。","大人500円\nサウナ300円（バスタオル大小込）\npaypay使用可","https://sauna-ikitai.com/saunas/1858","2022/08/09 22:36:14"
"796","1194","62","対象：男女","大分県 大分市","CITY SPA てんくう","ホテル・旅館","大分県 大分市 要町1-14","097-513-2641","http://cityspatenku.jp/","-","月曜日: 11時00分～0時00分\n火曜日: 11時00分～0時00分\n水曜日: 11時00分～0時00分\n木曜日: 11時00分～0時00分\n金曜日: 11時00分～0時00分\n土曜日: 11時00分～0時00分\n日曜日: 11時00分～0時00分","入浴プラン:1600円\nヒーリングプラン:2000円\n\n朝風呂 6:00-9:30(宿泊客のみ)\n\n6:30-9:30(宿泊者以外でも当面の間利用可）\n→期間限定　2022.1.27時点の情報\n料金￥1,000","https://sauna-ikitai.com/saunas/3906","2022/08/09 22:36:17"
"794","2490","36","対象：男女","東京都 世田谷区","THE SPA 成城","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 世田谷区 千歳台3-20","03-5429-1526","http://www.central.co.jp/club/spa_seijyo/index.html","-","月曜日: 10時00分～23時00分\n火曜日: 10時00分～23時00分\n水曜日: 10時00分～23時00分\n木曜日: 10時00分～23時00分\n金曜日: 10時00分～23時00分\n土曜日: 10時00分～23時00分\n日曜日: 10時00分～23時00分\n\n2022年6月より営業時間変更　最終チェックイン22時30分","平日 1時間880円 5時間1,320円\n土日祝 1時間1,100円 5時間1,740円\n\nモーニング 平日10時〜12時に入館 1,100円\nナイト 20時30分以降に入館 平日 880円 土日祝 1,100円\n\n\n土日祝日朝風呂【7：00～10：00ご退館】550円\n\nJAF会員証提示で１０％Off","https://sauna-ikitai.com/saunas/1933","2022/08/09 22:36:20"
"789","3919","194","対象：男女","石川県 野々市市","源泉掛け流し しあわせの湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","石川県 野々市市 横宮町6-3","076-248-1126","http://shiawasenoyu.co.jp/","毎月第3木曜日","月曜日: 10時00分～0時00分\n火曜日: 10時00分～0時00分\n水曜日: 10時00分～0時00分\n木曜日: 10時00分～0時00分\n金曜日: 10時00分～0時00分\n土曜日: 10時00分～0時00分\n日曜日: 9時00分～0時00分\n祝日: 9時00分～0時00分","600円\nタオルは別料金\n（手ぶらセットは+280円）\n子供（小学生）\n290円\n幼児（3歳〜）\n100円\n回数券（10枚綴り）\n5,500円","https://sauna-ikitai.com/saunas/1150","2022/08/09 22:36:23"
"789","877","30","対象：男女","東京都 大田区","はすぬま温泉","銭湯（公衆浴場）","東京都 大田区 西蒲田6-16-11","03-3734-0081","https://twitter.com/hasunumaonsen","火曜日","月曜日: 15時00分～24時00分\n火曜日: 定休日\n水曜日: 15時00分～24時00分\n木曜日: 15時00分～24時00分\n金曜日: 15時00分～24時00分\n土曜日: 15時00分～24時00分\n日曜日: 15時00分～24時00分","●入浴料500円\n●サウナ300円\nキャッシュレス決済対応(PayPay,LINE Payのみ)","https://sauna-ikitai.com/saunas/2084","2022/08/09 22:36:27"
"776","1287","77","対象：男女","大阪府 羽曳野市","天然温泉 延羽の湯 本店 羽曳野","温浴施設（スーパー銭湯・サウナ・スパ施設）","大阪府 羽曳野市 広瀬186-3","072-950-1126","http://www.nobuta123.co.jp/nobehahabikino/","不定期休、年数回施設点検・整備・清掃等の臨時休業有り","毎日：午前10時～深夜１時\n\n※最終受付は深夜０時まで（『薬石汗蒸房』は夜23時迄）","〈入泉のみ・金額〉\n平日－大人（中学生以上）870円・小人（4歳〜小学生）470円\n土日祝－大人960円・小人520円\n〈薬石汗蒸房利用・追加金額〉\n平日－大人870円・小人570円\n土日祝－大人960円・小人620円\n※３歳以下は無料\n\n受付にてフェイスタオル販売：130円、バスタオル貸し出し：100円\n\n会員特典・入会金200円、割引回数券11枚綴り購入可（8700円・大人のみ）ポイント制景品交換\n誕生月に身分証明書提示で次回利用・平日無料入泉券プレゼント等","https://sauna-ikitai.com/saunas/3371","2022/08/09 22:36:30"
"775","3318","102","対象：男女","千葉県 市川市","楽天地天然温泉 法典の湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","千葉県 市川市 柏井町1-1520","047-338-4126","http://www.rakutenchi.co.jp/spa/hoten/","不定休 HPで確認可","月曜日: 10時00分～1時00分\n火曜日: 10時00分～1時00分\n水曜日: 10時00分～1時00分\n木曜日: 10時00分～1時00分\n金曜日: 10時00分～1時00分\n土曜日: 9時00分～1時00分\n日曜日: 9時00分～1時00分","平日 800円\n土日祝日 900円\n会員料金あり\n2019/9/14値上げ\nフェイスタオル：100円\nバスタオル：400円","https://sauna-ikitai.com/saunas/1666","2022/08/09 22:36:34"
"775","1602","99","対象：男女","神奈川県 横浜市","横浜みなとみらい 万葉倶楽部","温浴施設（スーパー銭湯・サウナ・スパ施設）","神奈川県 横浜市 中区新港2-7-1","0570-074-126","http://www.manyo.co.jp/mm21/","-","月曜日: 24 時間営業\n火曜日: 24 時間営業\n水曜日: 24 時間営業\n木曜日: 24 時間営業\n金曜日: 24 時間営業\n土曜日: 24 時間営業\n日曜日: 24 時間営業","■マル得セット入館(入湯税込み)\n大人(中学生以上)\n2,850円(税込)\n子供(小学生)\n1,640円(税込)\n幼児(3才～未就学児)\n1,140円(税込)\n\n■朝風呂入浴(入湯税込み)\n※AM6:00以降に入館、AM9:00までに退館\n大人(中学生以上)\n1,700円(税込)\n子供(小学生)\n980円(税込)\n幼児(3才～未就学児)\n760円(税込)","https://sauna-ikitai.com/saunas/2236","2022/08/09 22:36:37"
"775","2307","105","対象：男女","大阪府 八尾市","八尾グランドホテル","ホテル・旅館","大阪府 八尾市 八尾木北5-101","072-994-3591","http://yaogrand.com/","ほぼ年中無休（但し年数回、臨時休業有り）","日帰り温泉：朝10時 〜 翌朝8時","●一般（10〜17時）\n大人2,400円　小人1,000円\n●ナイター（17〜1時）\n大人1,200円　小人700円\n●深夜追加（1〜4時）\n大人1,500円　小人800円\n●朝風呂（4〜7時30分）900円\n\n※割引回数券（各7枚綴り）\n●一般12,000円\n●ナイター6,000円\n●朝風呂4,000円\n\n★入館料半額DAY\n毎月9日（女性のみ）、毎月18、26日\n※但し、サービスデーが土日祝の場合は、翌平日に振替\n★朝風呂サービスDAY　毎週水曜日600円","https://sauna-ikitai.com/saunas/3322","2022/08/09 22:36:40"
"773","1669","22","対象：男女","東京都 渋谷区","渋谷笹塚温泉 栄湯","銭湯（公衆浴場）","東京都 渋谷区 笹塚2-9-5","03-3377-3369","http://sasazukasakaeyu.com/","水曜日、木曜日","月曜日: 15時00分～0時00分\n火曜日: 15時00分～0時00分\n水曜日: 定休日\n木曜日: 定休日\n金曜日: 15時00分～0時00分\n土曜日: 15時00分～0時00分\n日曜日: 15時00分～0時00分\n\n※閉店30分前受付終了","サウナは950円(バスタオル・フェイスタオル付き)\n2022/07/15より改定\n\n※コロナ対策でサウナマット休止のため、代わりに「バスタオル×2」か「バスタオル×1+フェイスタオル×2」を選べる。","https://sauna-ikitai.com/saunas/1867","2022/08/09 22:36:43"
"770","281","16","対象：男女","神奈川県 鎌倉市","ZEN VAGUE","ホテル・旅館","神奈川県 鎌倉市 長谷2-7-29","0467-81-4405","http://www.zenvague.com/","-","9:00 - 21:00","■料金／サウナのみ：平日1500円、宿泊者：500円。土日祝は貸切のみ。\n■宿泊／１名１泊ドミトリー4000円税込～\n■個室2部屋 室料制※利用人数により異なる（小部屋1室12,000円～、大部屋1室16,800円～）、ドミトリー1名4,000円～）。各税込。\n※サウナは9:00/11:00/13:00/15:00/17:00/19:00スタートの90分制","https://sauna-ikitai.com/saunas/7097","2022/08/09 22:36:46"
"768","1081","81","対象：男女","三重県 四日市市","玉の湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","三重県 四日市市 中部4-3 玉の湯2F","059-352-4636","https://www.miesento.com/tamanoyu","火曜日","月曜日: 15時30分～22時30分\n火曜日: 定休日\n水曜日: 15時30分～22時30分\n木曜日: 15時30分～22時30分\n金曜日: 15時30分～22時30分\n土曜日: 15時30分～22時30分\n日曜日: 14時00分～22時30分\n(1階銭湯サウナは25時まで)","1Fの銭湯は入浴料400円＋サウナ200円。\n1Fの銭湯は男湯女湯\n2Fのメンズサウナは1500円。\n\nいずれもPayPay対応\n\n◆回数券◆\n1F 銭湯 400円×10枚が3700円(7.5%お得)\nサウナ 200円×20枚が2000円(50%お得)\n2F 10枚13000円","https://sauna-ikitai.com/saunas/5184","2022/08/09 22:36:50"
"765","948","13","対象：男女","東京都 渋谷区","羽衣湯","銭湯（公衆浴場）","東京都 渋谷区 本町3-24-20","03-3372-4118","https://www.1010.or.jp/map/item/item-cnt-354","金曜日\n\nボイラー故障の為、現在休業中です。（予定5月末迄）\n→6月6日再開とのこと","月曜日: 14時00分～1時30分\n火曜日: 14時00分～1時30分\n水曜日: 14時00分～1時30分\n木曜日: 14時00分～1時30分\n金曜日: 定休日\n土曜日: 14時00分～1時30分\n日曜日: 14時00分～1時30分","1000円","https://sauna-ikitai.com/saunas/4363","2022/08/09 22:36:53"
